comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
2,2012-09-29,1414,31,14514080,44,14,2,http://www.slideshare.net/jagdishbhanderi/presentation-on-indian-economy,42505
2,2011-05-17,1915,18,7996666,92,62,3,http://www.slideshare.net/profjorge_entrep/social-entrepreneurship-7996666,7145
1,2011-03-03,1990,23,7135416,51,22,1,http://www.slideshare.net/jaboink/occupatinal-health-hazards,18716
4,2011-08-26,1814,21,9018954,64,32,0,http://www.slideshare.net/jobitonio/the-nature-and-state-of-local-government,18185
1,2009-04-20,2672,1,1319102,53,28,0,http://www.slideshare.net/natalia.koroleva/sap-ecr-eco-bom-1319102,12260
6,2014-05-05,831,24,34280875,65,32,15,http://www.slideshare.net/iimjobs/india-manufacturing-industry-report-may-2014,28611
3,2012-01-02,1685,10,10768116,50,19,0,http://www.slideshare.net/fraaanceee/realism-10768116,15031
3,2013-01-23,1298,12,16132019,66,35,0,http://www.slideshare.net/temptationcoin/theories-of-leadership-16132019,11780
0,2016-07-05,39,5,63734787,59,31,0,http://www.slideshare.net/ING/world-on-the-move-for-mobile-banking,7561
1,2013-08-25,1084,29,25574494,46,17,9,http://www.slideshare.net/sachmonkey/what-is-product-management-25574494,15526
1,2009-05-21,2641,3,1472650,88,61,0,http://www.slideshare.net/cuwarrior/thriftinageofexcess,15819
3,2010-04-24,2303,8,3839269,59,28,3,http://www.slideshare.net/increouk/digital-marketingfundamentals,17857
9,2016-03-21,145,720,59845539,43,9,12,http://www.slideshare.net/TheMotleyFool/3-stocks-that-could-make-huge-moves-this-week-59845539,25734
34,2013-09-20,1058,216,26371902,116,83,2,http://www.slideshare.net/drjayeshpatidar/guidance-and-counselling,145828
12,2008-07-12,2954,63,510955,80,47,2,http://www.slideshare.net/tippydawn/what-is-sport-intro-to-sport-management,28954
8,2010-01-04,2413,30,2826892,45,12,3,http://www.slideshare.net/w161470/sports-powerpoint,93218
0,2015-08-17,362,9,51720552,50,22,0,http://www.slideshare.net/AdMobKorea/google-admob,1487
116,2009-08-09,2561,477,1832192,59,26,14,http://www.slideshare.net/chintu83/leadership-styles-with-examples,336318
11,2012-12-11,1341,55,15588501,70,37,13,http://www.slideshare.net/ITBRANCH/sales-and-distribution-management-at-coca-cola,60324
1,2008-02-19,3098,19,272070,40,11,2,http://www.slideshare.net/Gaya1985/scrum-testing-methodology,59242
1,2014-06-05,800,47,35510758,37,8,0,http://www.slideshare.net/teachermarley/1st-quarter-grade-7-pe-lesson-1,22193
0,2015-02-08,552,3,44408190,48,22,0,http://www.slideshare.net/garvjain771/sectors-of-indian-economy-44408190,2322
1,2013-12-02,985,35,28798533,52,23,1,http://www.slideshare.net/cgoyal2/ppt-on-4g,25814
0,2010-12-01,2082,18,6000164,46,18,0,http://www.slideshare.net/UShealth/health-promotion-6000164,24257
4,2016-02-16,179,128,58330772,67,34,64,http://www.slideshare.net/HubSpot/13-tips-for-creating-facebook-ads-that-convert,23860
5,2015-04-21,480,83,47248371,90,57,90,http://www.slideshare.net/guimera/the-2015-pulitzer-prize-winners,16224
20,2010-10-12,2132,210,5428171,81,48,32,http://www.slideshare.net/brainslides/burn-your-powerpoints,193339
0,2014-08-31,713,0,38531643,46,23,0,http://www.slideshare.net/omdevi/environment-studies-38531643,528
0,2012-04-19,1577,5,12603291,43,15,0,http://www.slideshare.net/paulajturner/types-of-economic-systems-12603291,4865
0,2011-01-26,2026,2,6710732,34,9,0,http://www.slideshare.net/atdamerican/atdesign-space-planning,7179
21,2013-07-09,1131,15,24058868,124,91,3,http://www.slideshare.net/patelameet/e-filing-of-income-tax-returns-for-ay-201314,94108
0,2015-08-13,366,345,51569868,52,23,15,http://www.slideshare.net/stevescottsite/5-steps-to-maximize-your-eating-habits,25489
0,2015-12-07,250,28,55879752,122,94,8,http://www.slideshare.net/craigrmartin/design-of-business-in-an-age-of-disruption,3232
4,2009-09-21,2518,32,2029534,84,52,0,http://www.slideshare.net/ianstewartmtv/asia-youth-2009-2029534,11002
0,2014-08-10,734,9,37839430,43,15,0,http://www.slideshare.net/sushantpatil988373/power-politics-or,6096
2,2013-07-09,1131,61,24056993,28,76,0,http://www.slideshare.net/ElCid3/humanities-101-art-appreciation,68698
0,2013-03-09,1253,5,17068168,41,13,0,http://www.slideshare.net/DrLamDNguyen/chapter-2-the-external-environment-opportunities-threats-industry-competition-and-competitor-analysis,10790
12,2014-09-07,706,247,38797187,112,79,50,http://www.slideshare.net/hirsch30/mobile-learning-done-right,25481
3,2011-10-20,1759,50,9793380,60,29,0,http://www.slideshare.net/SMOUSUMI/bluetooth-technology-presentation,49997
0,2011-10-14,1765,0,9694534,34,11,0,http://www.slideshare.net/perkoch/experiences-and-expectations-from-an-improved-policy-monitoring-platform,831
1,2016-02-26,169,238,58756773,47,18,8,http://www.slideshare.net/DeantaGlobal/publishing-production-from-the-desktop-to-the-cloud,22141
1,2012-02-27,1629,21,11775682,51,22,1,http://www.slideshare.net/techdesign/lesson-2-orthographic-drawing-tdj3-m0,37988
0,2010-01-19,2398,1,2953202,47,23,0,http://www.slideshare.net/hopstaken/hrm-in-perspective-vietnam,1554
0,2015-09-17,331,3,52901792,26,1,14,http://www.slideshare.net/MHIGlobal/what-is-good-customer-service-really-about-52901792,1308
9,2014-04-21,845,181,33765619,59,26,69,http://www.slideshare.net/ryanholiday/20-quotes-to-turn-your-obstacles-into-opportunities,136553
3,2014-03-12,885,59,32208950,69,38,94,http://www.slideshare.net/bjoernlasse/compass-saa-sindustryreview2014,81398
21,2015-11-14,273,471,55111673,69,36,22,http://www.slideshare.net/guimera/peace-for-paris-november-13-2015,18153
0,2015-09-30,318,2,53383737,44,19,2,http://www.slideshare.net/Cary77/the-48-best-self-improvement-books-on-the-planet,234
0,2014-11-22,630,1,41891122,38,14,0,http://www.slideshare.net/fizzadurrani/are-leaders-born-or-made-41891122,1478
2,2010-03-04,2354,24,3338272,72,42,0,http://www.slideshare.net/eisens/roles-in-marketing,39497
0,2012-12-10,1342,0,15574404,82,64,0,http://www.slideshare.net/kwdigital/kwd-webranking-2012-2013-se-c,684
3,2010-08-09,2196,2,4926768,38,10,0,http://www.slideshare.net/Gospelman/the-7-ups-of-the-christian,13541
0,2012-11-14,1368,0,15182513,31,8,0,http://www.slideshare.net/MikeGordonRyan/university-of-san-francisco-mpa-presentation-mike-ryan-11-3-2012,471
0,2015-01-27,564,4,43952314,67,40,0,http://www.slideshare.net/torner/human-resources-management-in-public-administration,5894
1,2013-12-19,968,36,29375950,51,22,2,http://www.slideshare.net/GabbieAllTheWay7/albert-banduras-social-cognitive-theory,33304
1,2010-05-10,2287,4,4045392,112,84,2,http://www.slideshare.net/jdtomines/radiation-protection-in-nuclear-medicineppt-2,13340
0,2013-11-21,996,42,28491709,52,24,18,http://www.slideshare.net/TineThygesen/mobile-trends-how-they-influence-travel-and-tourism-for-slideshare,18310
2,2013-12-27,960,58,29529431,48,18,1,http://www.slideshare.net/manikgun/marketing-plan-for-starbucks,64814
0,2013-08-19,1090,25,25378155,47,19,3,http://www.slideshare.net/mindtickle/step-bystep-guide-to-new-hire-training-of-retail-associates,15391
0,2015-04-15,486,9,47038090,55,27,0,http://www.slideshare.net/IzzieAtkinson/medicine-and-public-health-edexcel-gcse-revision,1150
4,2014-01-31,925,24,30663030,41,9,2,http://www.slideshare.net/Tryfoodlovers/disadvantages-of-fast-foods-30663030,36219
0,2012-06-15,1520,6,13342938,48,20,0,http://www.slideshare.net/RonieProtacio/leadership-training-module-1,13717
6,2013-07-30,1110,68,24782838,66,32,226,http://www.slideshare.net/LinkedIn-SMB/15-small-business-tips-to-become-a-networking-pro,78256
0,2016-04-28,107,0,61465080,33,14,0,http://www.slideshare.net/hayfj/grow-your-business-2016,96
0,2009-07-27,2574,8,1777222,52,24,1,http://www.slideshare.net/domainofhope/why-things-go-wrong-final-peter-principle,6269
4,2014-07-29,746,85,37476164,55,23,48,http://www.slideshare.net/hilarymarsh/what-is-content-strategy-37476164,12975
0,2016-08-01,12,0,64580558,121,98,0,http://www.slideshare.net/ChargeBee/google-analytics-for-particularly-curious-saas-people,16
29,2008-11-09,2834,97,735401,128,95,0,http://www.slideshare.net/ypigneur/business-process-presentation,41143
5,2014-11-06,646,76,41215297,67,34,11,http://www.slideshare.net/BernhardLuecke/simple-finance-sapruns-sap,18770
0,2015-05-08,463,28,47925258,69,41,2,http://www.slideshare.net/hbaron/engineering-development-cinematic,4753
116,2013-05-24,1177,174,21818509,49,16,20,http://www.slideshare.net/passportindia/filling-passport-application-form-online-21818509,3042496
0,2015-10-19,299,31,54107996,192,164,63,http://www.slideshare.net/DistilledSEO/searchlove-london-2015-will-critchlow-practical-tips-for-the-future-of-search,17862
0,2015-10-16,302,0,54033850,70,47,0,http://www.slideshare.net/ANossaCaixa/cgd-investor-relations-office-2015,454
9,2016-03-17,149,116,59690088,45,12,8,http://www.slideshare.net/BackPorchVista/top-10-email-tips-for-financial-advisors,15300
0,2014-06-29,776,48,36437895,56,28,0,http://www.slideshare.net/nyc_naomi/fb-service-operationweek2,32391
3,2009-06-11,2620,16,1566775,59,28,6,http://www.slideshare.net/gwertzman/career-day-advice,15106
46,2012-12-24,1328,640,15746979,58,25,1,http://www.slideshare.net/sowj8o8/jeans-marketing-management,441079
3,2008-06-17,2979,18,472377,47,16,0,http://www.slideshare.net/danielbohn/art-nouveau-472377,45019
5,2014-03-03,894,297,31847900,60,26,225,http://www.slideshare.net/HubSpot/the-cmos-guide-to-marketing-org-structure,194089
0,2015-06-21,419,0,49656508,46,23,0,http://www.slideshare.net/tylerzey/great-real-estate-domain-name-ideas-and-formulas,15805
0,2016-02-15,180,4,58256747,185,158,0,http://www.slideshare.net/Reosurfer/2016-qantas-creative-brief-workshop,626
0,2014-03-04,893,2,31899199,35,10,3,http://www.slideshare.net/highereducationmarketing/india-increasingly-important-for-student-recruitment,2803
2,2012-05-02,1564,11,12767988,45,15,0,http://www.slideshare.net/ravneet999/functions-activities-of-pr,25093
854,2013-06-27,1143,1606,23587728,52,18,1366,http://www.slideshare.net/LImarketingsolutions/15-tips-for-compelling-company-updates,1907792
4,2015-07-20,390,175,50712245,54,21,100,http://www.slideshare.net/kpmg/kpmg-global-ceo-outlook,83933
0,2011-09-06,1803,0,9153803,35,12,0,http://www.slideshare.net/brixic/batna,1552
1,2009-03-07,2716,24,1116033,114,85,0,http://www.slideshare.net/bachilds/AFFILIATEREPPresentationFeb1,54318
21,2007-10-15,3225,198,135074,111,78,2,http://www.slideshare.net/jtneill/introduction-to-social-psychology,98095
0,2008-12-26,2787,0,873492,31,8,0,http://www.slideshare.net/natekar/why-men-wear-clothes-presentation,2252
22,2014-02-03,922,461,30761699,113,80,579,http://www.slideshare.net/schlaf/raising-a-seed-round,148658
1,2014-09-24,689,19,39499996,72,43,1,http://www.slideshare.net/MCROPPER/best-practice-onboarding-trends-and-examples-in-managing-talent-acquisition,18408
13,2011-08-26,1814,28,9022583,137,104,0,http://www.slideshare.net/jobitonio/ph-local-government-system,29627
1,2016-04-12,123,5,60830514,69,39,0,http://www.slideshare.net/EdelmanInsights/2016-edelman-trust-barometer-financial-services-results,6578
0,2013-02-06,1284,8,16377573,55,26,37,http://www.slideshare.net/FrostandSullivan/2013-automotive-industry-outlook-frost-sullivan,13729
0,2013-01-16,1305,4,16031187,71,44,0,http://www.slideshare.net/rajendranabar/the-challenge-of-fb-operations-compatibility-mode,18752
3,2016-01-28,198,22,57605650,60,28,13,http://www.slideshare.net/adobe/adobe-digital-index-q4-2015-advertising-report,16485
2,2015-08-31,348,7,52251914,65,35,5,http://www.slideshare.net/chait123/the-indian-media-entertainment-industry-2015-52251914,3002
0,2013-01-22,1299,22,16109907,64,36,0,http://www.slideshare.net/DRVINAYKUMARPANDEY/introduction-of-engineering-geology,12812
3,2013-07-03,1137,58,23863297,48,17,1,http://www.slideshare.net/Roshniayappan/wi-fi-technology-ppt-mine,56196
0,2014-03-11,886,1,32192878,34,10,1,http://www.slideshare.net/videotuition/software-testing-defect-bug-life-cycle-complete-flow-chart-of-defect-states,7045
1,2013-11-15,1002,16,28274410,41,12,0,http://www.slideshare.net/bagaindian/software-engineering-questions-and-answers,20665
0,2014-11-03,649,4,41045653,42,15,0,http://www.slideshare.net/thinkoutsidetheslide/slide-makeover-80-shifting-breakdown-of-segments-totalling-100,37266
0,2016-08-12,1,0,64927548,26,3,0,http://www.slideshare.net/JeanGupton/biomedical-engineering-bridging-medicine-and-technology,8
0,2012-09-19,1424,5,14340322,83,60,20,http://www.slideshare.net/countculture/open-data-and-business,7473
1,2015-01-13,578,13,43491606,42,13,0,http://www.slideshare.net/flightpathcharterairways/top-10-travel-trends-for-2015,4871
0,2016-07-27,17,0,64429693,161,138,1,http://www.slideshare.net/Tracxn/tracxn-research-government-tech-startup-landscape-july-2016,248
0,2014-06-11,794,4,35767581,51,23,10,http://www.slideshare.net/EdelmanInsights/entertainment-in-the-era-of-the-selfie,10288
2,2015-07-10,400,72,50370360,103,72,14,http://www.slideshare.net/Blockstrap/cbgtbt-part-1-workshop-introduction-primer,93318
0,2013-09-04,1074,11,25888306,40,12,0,http://www.slideshare.net/sandeepmishra1990/the-secret-ppt,11845
0,2012-01-08,1679,7,10893416,51,23,1,http://www.slideshare.net/chimillaway/nonprofit-communication-plan-oxfam-international,14851
0,2016-07-29,15,0,64518256,51,28,0,http://www.slideshare.net/metavivo/infusing-humor-in-unexpected-events,17
8,2013-02-06,1284,61,16377682,106,73,163,http://www.slideshare.net/rudydw/mobile-opportunities-in-africa,43310
8,2014-04-27,839,26,33997126,75,42,3,http://www.slideshare.net/AishwaryaSinha1/autopsy-internal-examination-forensic-medicine-postmortem-examination,13565
0,2013-09-06,1072,0,25974574,56,33,0,http://www.slideshare.net/RosalindWarner/report-on-educational-technologies-for-political-science-2,1254
6,2009-04-11,2681,23,1275655,55,22,2,http://www.slideshare.net/bsetm/chapter-3-organizational-culture-and-environment-the-constraints,62669
25,2007-12-26,3153,300,212860,116,83,2,http://www.slideshare.net/JayAre/an-introduction-to-google-analytics,175064
3,2012-03-07,1620,23,11910669,49,18,1,http://www.slideshare.net/netwizlk/human-resources-recruitment-process,75906
7,2009-03-10,2713,60,1124631,85,52,4,http://www.slideshare.net/annalaurab/50-network-marketing-recruiting-methods,44531
0,2013-11-28,989,2,28708580,42,16,28,http://www.slideshare.net/Microsofteduk/office-365-education-special-report,24981
17,2013-01-09,1312,127,15916289,136,103,6,http://www.slideshare.net/0709198907231987/q3-q4-teachers-guide-v10,120526
0,2015-09-16,332,2,52843436,45,20,1,http://www.slideshare.net/SenZationsSummerSchoolonIoTNo1/iot-for-healthcare,1531
16,2008-09-07,2897,135,586558,144,111,0,http://www.slideshare.net/craigwbrown/the-project-management-process-week-7-managing-teams-presentation,66498
16,2012-11-18,1364,47,15232706,58,25,1,http://www.slideshare.net/divyarani583234/leadership-ppt-15232706,85506
0,2011-11-28,1720,6,10366471,53,25,0,http://www.slideshare.net/KOOWENGSHENG/food-preservation-10366471,9352
0,2016-06-09,65,2,62881684,143,118,0,http://www.slideshare.net/Tracxn/tracxn-big-data-analytics-landscape-report-june-2016,697
0,2014-10-29,654,0,40857394,42,19,0,http://www.slideshare.net/esante_gouv_fr/1-cadre-des-projets-esante-et-accompagnement-des-acteurs-regionaux-40857394,2109
80,2011-12-17,1701,434,10626156,75,42,112,http://www.slideshare.net/slidesthatrock/tell-stories-10626156,162521
43,2013-04-28,1203,527,20131145,165,131,753,http://www.slideshare.net/loiclemeur/sharing-economyforslideshare-20131145,375239
8,2012-02-10,1646,52,11518582,54,21,0,http://www.slideshare.net/yacub13/types-of-economic-systems,82553
11,2013-12-03,984,169,28855360,66,33,3,http://www.slideshare.net/Suaj/basics-of-computer-system-ppt,179537
13,2014-11-25,627,211,42010893,83,49,25,http://www.slideshare.net/jbersin/hihr-asia-13,34456
20,2016-05-27,78,217,62478297,99,66,41,http://www.slideshare.net/ditomaso/making-sense-of-analytics-62478297,80246
32,2015-05-20,451,100,48397652,52,19,30,http://www.slideshare.net/Slideshare/get-started-with-slide-share,1890908
0,2013-05-31,1170,5,22249856,98,70,0,http://www.slideshare.net/jundumaug1/politics-22249856,6690
0,2013-07-22,1118,30,24513605,60,32,0,http://www.slideshare.net/jamiebrandon/data-analysis-powerpoint-24513605,40780
0,2014-12-25,597,8,43003485,59,31,0,http://www.slideshare.net/GauravSinghBisen/leadership-organizational-behavior-43003485,4900
4,2011-07-29,1842,42,8722673,91,59,13,http://www.slideshare.net/udayms/the-good-bad-ugly-of-ui-design,90414
0,2011-06-28,1873,4,8442733,36,9,1,http://www.slideshare.net/tatianasoboleva/self-concept,15092
0,2014-07-01,774,9,36508362,47,19,1,http://www.slideshare.net/ShorebirdRPO/what-makes-an-exceptional-hr-business-partner,4502
1,2012-04-27,1569,7,12719219,60,31,0,http://www.slideshare.net/candacegodwin/social-media-strategy-for-real-estate-12719219,4724
0,2014-09-08,705,4,38809409,34,7,13,http://www.slideshare.net/UXTrendspotting/reputation-currencies,22486
40,2016-04-26,109,811,61350741,62,28,76,http://www.slideshare.net/stevescottsite/20-tips-for-effective-and-easy-selfeducation,132643
14,2013-12-22,965,170,29430493,62,29,57,http://www.slideshare.net/patrickvhoorde/what-top-performers-at-stanford-learn-about-leadership-29430493,21190
0,2010-12-06,2077,0,6049150,39,16,0,http://www.slideshare.net/pereira.alfredo/tadreflexives-quiz,1624
5,2012-03-07,1620,52,11905937,87,54,3,http://www.slideshare.net/kimpotz/sports-writing-11905937,29397
9,2008-06-17,2979,41,471247,115,82,1,http://www.slideshare.net/knksmart/forecasting-slides,65102
3,2015-04-05,496,111,46659090,78,47,4,http://www.slideshare.net/GrahamRobertson/brand-plan-example,43564
1,2015-12-04,253,63,55823428,52,23,20,http://www.slideshare.net/ScottEggertsen/wearable-tech-trends-for-2016,5470
8,2013-06-20,1150,26,23257363,110,77,0,http://www.slideshare.net/evymae/strategic-planning-from-deped,36892
1,2015-02-19,541,28,44873042,130,101,0,http://www.slideshare.net/ancychacko89/health-economics-44873042,9507
9,2012-08-25,1449,66,14071720,65,32,0,http://www.slideshare.net/hechmibaccouche/business-plan-for-starting-the-travel-agency,109211
8,2013-01-16,1305,4,16014720,50,18,28,http://www.slideshare.net/yogeshma/top-10-new-skills-every-industry-professional-must-learn-this-year,4984
0,2012-06-17,1518,23,13361830,158,130,20,http://www.slideshare.net/hayesg31/predicting-present-futures-navigating-the-perfect-media-storm,15025
6,2016-01-19,207,29,57239708,148,115,22,http://www.slideshare.net/FITCH_design/agile-retail-embracing-the-pace-of-change,7600
0,2012-11-12,1370,15,15138928,51,23,0,http://www.slideshare.net/RajesVijayan89/contract-law-15138928,23393
5,2013-12-04,983,20,28883566,68,35,0,http://www.slideshare.net/jyotsnagupta1042/human-resource-development-in-public-sector-ppt,35114
1,2011-09-17,1792,42,9301293,65,36,2,http://www.slideshare.net/RecruiterGuy/pepsico-talent-acquisition-refresh,21647
2,2014-09-26,687,58,39568654,128,98,12,http://www.slideshare.net/PedMenCoach/football-conditioning-ffa,30518
1,2014-04-28,838,7,34027637,76,47,0,http://www.slideshare.net/sivatejachalla/aqueous-humor-dynamics,4515
0,2012-05-15,1551,13,12939544,115,87,7,http://www.slideshare.net/KyleLacy/the-future-of-retail-marketing,43496
11,2012-07-23,1482,246,13733555,85,52,126,http://www.slideshare.net/bigdatalandscape/big-data-trends,87242
1,2014-06-12,793,17,35782805,81,52,0,http://www.slideshare.net/daisybesing/campus-journalism-by-daisy-t-besing,8915
10,2014-04-21,845,318,33775895,82,49,2,http://www.slideshare.net/Luka279/fashion-sketchbook,67802
2,2010-03-18,2340,9,3471730,55,25,0,http://www.slideshare.net/charlesweber/a-teaching-on-spiritual-gifts-3471730,9329
0,2014-07-16,759,3,37041984,79,53,26,http://www.slideshare.net/dirdigeng/open-government-data-updates-from-around-the-world-37041984,8683
0,2009-07-08,2593,16,1699125,40,12,0,http://www.slideshare.net/brianbelen/what-is-politics-1699125,12182
0,2011-06-10,1891,2,8274612,29,4,0,http://www.slideshare.net/thusain1819/peranan-investor-relations-dalam-public-relations,4936
1,2014-01-29,927,5,30580084,46,17,0,http://www.slideshare.net/simplycast/how-football-teams-drive-fan-engagement-with-marketing-automation,6197
0,2016-01-06,220,17,56746143,67,39,11,http://www.slideshare.net/shrm/shrm-survey-findings-using-social-media-for-talent-acquisitionrecruitment-and-screening,18745
3,2016-01-25,201,154,57471570,75,44,13,http://www.slideshare.net/BambooHR/4-ways-to-communicate-compensation-that-drive-strategic-outcomes,21811
37,2013-07-04,1136,392,23895600,147,114,143,http://www.slideshare.net/Meedabyte/future-proof-design-and-the-platform-design-canvas,173398
0,2015-02-18,542,4,44850822,49,22,0,http://www.slideshare.net/HRsmart/top-10-recruiting-metrics-for-2015,4232
13,2012-12-03,1349,553,15473996,84,51,794,http://www.slideshare.net/Upworthy/how-to-make-that-one-thing-go-viral-just-kidding,617481
4,2008-12-03,2810,52,815643,88,56,0,http://www.slideshare.net/shinyslide/presentation-skills-presentation-815643,35534
3,2012-01-05,1682,34,10830117,52,21,1,http://www.slideshare.net/DipuJoy/corruption-in-india-10830117,44709
9,2011-04-09,1953,39,7571795,45,12,11,http://www.slideshare.net/abagmar/agile-qa-process,47256
78,2010-03-21,2337,1036,3496007,116,83,124,http://www.slideshare.net/oukearts/10-new-business-models-for-this-decade,295334
0,2016-06-06,68,2,62774016,39,14,4,http://www.slideshare.net/merritthawkins/merritt-hawkins-2016-physician-pa-and-nurse-practitioner-recruiting-incentives,7793
47,2012-08-19,1455,216,14011929,72,39,1,http://www.slideshare.net/marcomed/deped-k-to-12-curriculum-guide,320502
0,2014-08-28,716,21,38445198,97,69,3,http://www.slideshare.net/FiresongN/human-impact-on-the-environment,6770
2,2016-02-20,175,60,58486103,79,49,105,http://www.slideshare.net/MXenabled/2016-banking-trends,17329
1,2014-05-02,834,32,34211808,49,20,0,http://www.slideshare.net/RJ555/why-civil-engineering-is-best,9283
1,2013-11-19,998,10,28411797,64,35,0,http://www.slideshare.net/jassidutt/power-and-politics-28411797,12565
0,2008-03-04,3084,11,292298,41,13,0,http://www.slideshare.net/rajeshpanda123/labelling-and-packing,15563
5,2013-06-21,1149,54,23277253,83,50,0,http://www.slideshare.net/oureducation/ppt-on-bluetooth-based-wireless-sensor-networks,54317
0,2016-04-04,131,8,60446871,63,34,19,http://www.slideshare.net/EdelmanInsights/2016-edelman-trust-barometer-employee-engagement,15657
15,2009-05-10,2652,76,1413509,95,62,2,http://www.slideshare.net/apurvgourav/foreign-direct-investment-in-india,86484
2,2010-05-04,2293,18,3970022,105,75,0,http://www.slideshare.net/ianstewartmtv/asian-digital-youth-2010,6191
6,2016-01-22,204,425,57353402,62,29,38,http://www.slideshare.net/omerhameed/the-abcs-of-living-a-healthy-lifestyle,91319
4,2012-05-08,1558,10,12849479,50,18,1,http://www.slideshare.net/shubham2491/staffing-12849479,12747
0,2014-09-17,696,0,39183344,48,25,4,http://www.slideshare.net/Copperberg/aftermarket-business-platform-2014,1814
17,2013-02-17,1273,146,16582553,46,13,3,http://www.slideshare.net/VikrantPatankar/save-environment-ppt,243595
0,2015-06-30,410,4,50002754,66,39,10,http://www.slideshare.net/OECD-GOV/presentation-for-olacefs-eurosai-open-data-ecuador-25-april-2015-final,1421
1,2016-04-15,120,8,60942794,113,84,1,http://www.slideshare.net/shettyuc/presentation-on-us-fda-data-integrity-guidnace,1881
1,2016-01-19,207,1,57242547,55,30,0,http://www.slideshare.net/mcmasteru/mcmaster-university-faculty-of-engineering-guide,52713
12,2011-08-17,1823,96,8886110,51,18,3,http://www.slideshare.net/balajisetty/entrepreneurship-development-8886110,95047
0,2015-12-22,235,0,56387138,63,40,0,http://www.slideshare.net/LindiMujugiraPhD/suceeding-in-stem-recruitment-and-retentionstem-tech-2015-56387138,181
0,2013-04-29,1202,3,20209479,44,18,1,http://www.slideshare.net/gzicherm/jonathan-guerrera-gsummitpresentation,5223
1,2015-02-25,535,214,45117318,41,12,18,http://www.slideshare.net/jeremiah_owyang/spectrum-of-political-perspectives-on-the-collaborative-economy,37745
3,2015-12-06,251,9,55860570,101,70,0,http://www.slideshare.net/VibhaChoudhary/chapter-10-psychology-and-sports,1365
3,2013-09-16,1062,152,26220759,61,30,49,http://www.slideshare.net/deckworks/8-tips-to-create-epic-visual-presentations,43738
1,2013-05-23,1178,1,21745071,70,45,0,http://www.slideshare.net/raj0835/dealing-office-politics,1893
43,2015-04-02,499,74,46599236,78,45,0,http://www.slideshare.net/mbaguide/123-mba-interview-questions-and-answers-pdf,15650
0,2015-10-01,317,0,53415012,32,9,0,http://www.slideshare.net/Communicatemag/how-to-convey-your-brand-through-digital-investor-relations-telecom-italia,429
2,2011-10-13,1766,10,9673994,50,20,0,http://www.slideshare.net/guptaaakansha/opportunity-and-idea-generation,17209
0,2014-09-13,700,12,39057332,72,44,0,http://www.slideshare.net/Exolus/china-auto-2020-china-to-account-for-35-global-market,3607
70,2013-09-05,1073,340,25941295,62,29,3149,http://www.slideshare.net/NiciElmore/16-unique-innovative-ways-to-market-your-business,930469
2,2015-02-18,542,36,44828341,88,58,9,http://www.slideshare.net/kirkbushell/laravel-london-talk-february-2015,7437
6,2008-05-30,2997,52,438638,98,65,4,http://www.slideshare.net/tommyland/are-leaders-born-or-are-they-made-linked-2-leadership,69306
0,2013-03-12,1250,11,17134057,45,17,0,http://www.slideshare.net/MissMGM/human-capital-theory,19180
2,2014-03-08,889,58,32075259,152,122,0,http://www.slideshare.net/Hakanolak1/bonding-to-enamel-and-dentin,17383
1,2015-06-03,437,51,48939685,47,18,6,http://www.slideshare.net/think360studio/an-easy-explanation-of-ux-user-experience-by-think-360-studio,10926
6,2013-06-20,1150,164,23238659,79,46,207,http://www.slideshare.net/willevans/design-ethnography-for-lean-teams-23238659,32744
0,2012-09-12,1431,0,14260769,141,118,0,http://www.slideshare.net/joomlashine/jsn-pixelconfigurationmanual,4326
0,2015-10-20,298,10,54153550,172,144,1,http://www.slideshare.net/DistilledSEO/searchlove-london-2015-wil-reynolds-using-paid-social-and-adwords-to-drive-rankings-and-shares,6349
0,2013-04-25,1206,16,19973321,60,32,3,http://www.slideshare.net/SHUBH009/six-sigma-19973321,15190
0,2016-03-16,150,0,59641825,38,15,0,http://www.slideshare.net/JohnGrover3/pii-paper-for-petromin-gas-pipeline-conference,119
10,2016-03-08,158,234,59275328,31,101,96,http://www.slideshare.net/JWMI/jack-welch-on-making-strategy-come-alive,560612
0,2008-05-15,3012,0,408075,77,54,0,http://www.slideshare.net/djakes/web-2-and-social-networking,1098
0,2008-05-15,3012,1,408074,33,9,0,http://www.slideshare.net/djakes/best-practice-408074,1037
3,2007-02-04,3478,21,21976,55,24,1,http://www.slideshare.net/dariandark/keller-williams-realty-recruiting-presentation,21079
0,2015-07-16,394,9,50585218,112,84,0,http://www.slideshare.net/jiraporn_spp/nuclear-medicine-imagingpart12015for-pdf1,2289
1,2015-12-17,240,50,56238073,123,94,46,http://www.slideshare.net/dchase/cc-future-ecosystem-v-09,15954
6,2015-01-13,578,24,43477104,74,41,0,http://www.slideshare.net/rockmarttroop23/personal-management-merit-badge,31986
7,2011-11-01,1747,47,9980982,92,59,0,http://www.slideshare.net/Noonamsom/opportunity-and-threat-of-external-environment,86220
11,2015-11-25,262,618,55490771,69,35,39,http://www.slideshare.net/mrcoryjim/10-things-to-be-thankful-for,91444
0,2016-08-12,1,0,64940345,58,35,0,http://www.slideshare.net/RoyArlandi/finance-planning-cost-pp-ppg-industries,45
31,2013-12-03,984,642,28850072,92,58,323,http://www.slideshare.net/HubSpot/how-towriteemailspeoplewanttorespondto,334076
